metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0928,2023-08-15,,0.05493499359091136,-1.0055258628499057
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0904,2023-08-16,,-0.2196193265007282,-1.0526315789473732
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0874,2023-08-17,,-0.27512839325019384,-0.8841491204083531
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0875,2023-08-18,,0.009196247930843204,-0.5850626199835618
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0888,2023-08-21,,0.11954022988506473,-0.5389604457842345
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0846,2023-08-22,,-0.38574577516531794,-1.7216382747372152
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0862,2023-08-23,,0.14751982297621666,-1.2545454545454577
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0826,2023-08-24,,-0.3314306757503266,-1.1414482695644192
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0787,2023-08-25,,-0.3602438573803819,-1.7129840546696973
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.081,2023-08-28,,0.21321961620468793,-1.8700072621641206
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0851,2023-08-29,,0.37927844588344056,-0.96741808889294
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0926,2023-08-30,,0.691180536356102,0.03662332906060758
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0839,2023-08-31,,-0.7962657880285493,-0.814421669106873
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0787,2023-09-01,,-0.4797490543408149,-1.0730007336757192
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2023-09-04,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0727,2023-09-05,,,-1.3609195402298782
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0714,2023-09-06,,-0.12118952176750993,-1.5980896399706173
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0704,2023-09-07,,-0.09333582228858409,-1.3092384289138843
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0709,2023-09-08,,0.04671150971598887,-1.4085803719388779
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0744,2023-09-11,,0.32682790176487614,-0.757435802697209
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0726,2023-09-12,,-0.16753536857781307,-0.5654955038472229
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0737,2023-09-13,,0.10255454036920575,-0.6753006475485535
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.066,2023-09-14,,-0.7171463164757418,-1.760206432586849
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0673,2023-09-15,,0.12195121951218167,-2.3155775215083376
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0695,2023-09-18,,0.20612761173053312,-1.3285358427899427
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0684,2023-09-19,,-0.10285179990648705,-0.9548530638731784
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0715,2023-09-20,,0.29015350056157624,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0664,2023-09-21,,-0.47596826878207027,-0.5873030670271252
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.066,2023-09-22,,-0.037509377344331955,-0.5040134403583956
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0591,2023-09-25,,-0.6472795497185861,-1.055680119581473
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0573,2023-09-26,,-0.16995562269851988,-1.2699598468577884
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.051,2023-09-27,,-0.5958573725527261,-2.1779597915115496
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0578,2023-09-28,,0.647002854424371,-1.379824724967362
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0584,2023-09-29,,0.056721497447526366,-1.4249790444258257
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.05,2023-10-02,,-0.7936507936507902,-1.5009380863039412
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0453,2023-10-03,,-0.4476190476190617,-2.061276117305352
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0518,2023-10-04,,0.6218310532861545,-1.6549789621318214
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0527,2023-10-05,,0.08556759840272873,-1.4694870834893343
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0596,2023-10-06,,0.6554573952693197,-1.110592627158171
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2023-10-09,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0618,2023-10-10,,,-0.39399624765478247
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.062,2023-10-11,,0.018835938971555655,0.2738173921254013
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0553,2023-10-12,,-0.6308851224105603,-0.18916107065166007
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0502,2023-10-13,,-0.4832748981332211,-0.07611798287344547
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0546,2023-10-16,,0.41896781565415725,-0.3025146530535159
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0593,2023-10-17,,0.4456666034515387,0.0850340136054328
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0532,2023-10-18,,-0.5758519777211362,0.3047619047618923
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.057,2023-10-19,,0.36080516521078865,1.1192958959150525
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0592,2023-10-20,,0.20813623462629893,0.7035558090891663
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0646,2023-10-23,,0.5098187311178315,1.1304265222760541
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0595,2023-10-24,,-0.479053165508161,-0.009437523593807945
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0583,2023-10-25,,-0.11326097215668615,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0532,2023-10-26,,-0.48190494188794336,-0.8099453757769979
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0592,2023-10-27,,0.5696923661222945,-0.2636534839924798
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.062,2023-10-30,,0.2643504531722183,0.6348905524495547
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0568,2023-10-31,,-0.48964218455744757,0.6284517234812359
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0538,2023-11-01,,-0.28387585162754464,-0.07585814526833984
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0618,2023-11-02,,0.7591573353577535,0.23600490890212114
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0733,2023-11-03,,1.0830664908645549,1.9084694265096858
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0747,2023-11-06,,0.13043883350415245,1.6745506149479708
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0687,2023-11-07,,-0.5582953382339263,0.8969033232628459
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0715,2023-11-08,,0.2620005614297664,0.648130753334577
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.071,2023-11-09,,-0.046663555762944,1.085417649834813
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2023-11-10,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.07,2023-11-13,,,1.5951386251424373
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2023-11-14,,1.504672897196262,2.539652567975845
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0853,2023-11-15,,-0.0736580425375319,2.1939736346515892
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0851,2023-11-16,,-0.018428084400624524,2.6778955336866006
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0879,2023-11-17,,0.2580407335729551,3.2359081419624234
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0945,2023-11-20,,0.6066734074822997,3.0796760218496844
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0923,2023-11-21,,-0.2010050251256263,1.7702413118419948
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0871,2023-11-22,,-0.4760596905612096,1.1538103656834435
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2023-11-23,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0934,2023-11-24,,,2.0438637424171753
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0937,2023-11-27,,0.02743735138101033,2.1195144724556436
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1007,2023-11-28,,0.6400292584803985,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0969,2023-11-29,,-0.3452348505496525,2.514018691588778
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0908,2023-11-30,,-0.5561126811924509,0.43274099990792064
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0878,2023-12-01,,-0.2750275027502651,0.2303510550078475
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0824,2023-12-04,,-0.4964147821290743,-0.2488249930881877
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0787,2023-12-05,,-0.3418329637841867,-0.8456659619450406
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.079,2023-12-06,,0.02781125428756531,-1.416171767930568
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0794,2023-12-07,,0.03707136237256311,-1.1809942323537612
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0746,2023-12-08,,-0.44469149527514507,-1.1498482200349514
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0747,2023-12-11,,0.009305788200259537,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.079,2023-12-12,,0.40011165906764407,-1.316992866288638
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0793,2023-12-13,,0.027803521779422333,-1.3166316174453663
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0997,2023-12-14,,1.8901139627536343,-0.09085127646044443
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0906,2023-12-15,,-0.8274984086568962,-0.5743458838544965
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.092,2023-12-18,,0.1283697047496853,0.11001100110011824
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0977,2023-12-19,,0.5219780219780051,0.9100937672366057
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0957,2023-12-20,,-0.18219914366402495,1.2287509238728627
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.099,2023-12-21,,0.3011773295610186,1.8818948734587917
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1008,2023-12-22,,0.16378525932666277,2.020389249304916
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2023-12-25,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1035,2023-12-26,,,2.6893727898752955
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1114,2023-12-27,,0.7159039420027203,3.4149064855308415
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1073,2023-12-28,,-0.3689040849379155,2.622798887859128
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1062,2023-12-29,,-0.09934073873384619,2.4923561567682895
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-01-01,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0957,2024-01-02,,,0.46763249587382016
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0909,2024-01-03,,-0.4380761157250996,-0.10073260073260996
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0957,2024-01-04,,0.4400036666972147,-0.18219914366402495
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0957,2024-01-05,,0.0,0.0
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0976,2024-01-08,,0.17340512914118947,-0.1273885350318533
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0935,2024-01-09,,-0.3735422740524775,-0.6631540697674495
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.096,2024-01-10,,0.22862368541382433,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0943,2024-01-11,,-0.15510948905109806,-0.833710919800623
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0959,2024-01-12,,0.14621219044138223,-1.3946373942774741
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-01-15,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0882,2024-01-16,,,-1.627192189477492
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0858,2024-01-17,,-0.22054769343870223,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0863,2024-01-18,,0.04604899613187925,-0.857899059961655
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0887,2024-01-19,,0.22093344380005134,-0.20166834723622512
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0895,2024-01-22,,0.07348213465600366,-0.5658483161449287
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0829,2024-01-23,,-0.6057824690224818,-1.1682029752669456
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0901,2024-01-24,,0.6648813371502535,-0.6833090379008602
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0837,2024-01-25,,-0.5871021007247006,-0.8962048468221134
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0866,2024-01-26,,0.26760173479744415,-0.8576642335766491
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0807,2024-01-29,,-0.5429780968157571,-1.2428036187517186
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0844,2024-01-30,,0.34237068566670087,-1.049365818049098
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0855,2024-01-31,,0.1014385835484949,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0865,2024-02-01,,0.0921234454168689,-0.15622128285242004
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0787,2024-02-02,,-0.7179015186378306,-0.6538957450727672
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0736,2024-02-05,,-0.47279132288865144,-1.1691061401086196
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0751,2024-02-06,,0.13971684053649724,-1.249196289152205
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0769,2024-02-07,,0.16742628592689274,-1.1564938044974709
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0774,2024-02-08,,0.0464295663478452,-0.5078954658786647
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0782,2024-02-09,,0.07425283088919009,-1.0916429685349986
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0774,2024-02-12,,-0.07419773696903487,-0.5813416997324161
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.072,2024-02-13,,-0.5012066085019352,-1.3436407141542377
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0735,2024-02-14,,0.13992537313431294,-0.6662348477838526
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0761,2024-02-15,,0.24219841639498443,-0.7654002213205435
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0769,2024-02-16,,0.07434253322181134,-0.7922616305849786
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-02-19,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0814,2024-02-20,,,0.25030128858810835
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0818,2024-02-21,,0.03698908821899187,0.7637853949329344
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0815,2024-02-22,,-0.027731558513605932,0.595293461073385
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0828,2024-02-23,,0.12020342117430227,0.5478688829046352
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0855,2024-02-26,,0.2493535278906469,0.7518099127529234
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0857,2024-02-27,,0.018424689083390147,0.6956037840845912
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0843,2024-02-28,,-0.12894906511928414,0.6404306664191691
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0807,2024-02-29,,-0.33201143594946486,0.8115671641790979
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0832,2024-03-01,,0.23133154436938527,0.9035863996273911
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0862,2024-03-04,,0.2769571639586516,0.9385744819254714
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2024-03-05,,-0.00920640765973016,0.8543040208004548
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0913,2024-03-06,,0.4787772764938653,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0941,2024-03-07,,0.2565747273893646,1.1744035509524835
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0941,2024-03-08,,0.0,1.136993899057125
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0928,2024-03-11,,-0.11881912073851374,1.0448451225150337
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0918,2024-03-12,,-0.09150805270862827,0.8311784263021905
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0944,2024-03-13,,0.23813885326982373,0.8198986642100534
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0888,2024-03-14,,-0.511695906432753,0.28553007276410425
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0888,2024-03-15,,0.0,0.4150142949368208
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0886,2024-03-18,,-0.01836884643644177,0.7310076802072747
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0859,2024-03-19,,-0.24802498622082716,0.24926144756279053
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0856,2024-03-20,,-0.027626853301426373,-0.05523844595840139
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2024-03-21,,0.0460574797347243,0.0
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0817,2024-03-22,,-0.4051192339563538,-0.8796847796206205
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0837,2024-03-25,,0.18489414810021276,-0.950552965908049
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0829,2024-03-26,,-0.07382116821999943,-1.0236724248240652
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0821,2024-03-27,,-0.07387570412779684,-0.9791361639824242
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0801,2024-03-28,,-0.18482580168191495,-1.0716248397142372
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0791,2024-03-29,,-0.09258401999815868,-1.398026315789482
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0733,2024-04-01,,-0.5374849411546685,-1.4235855988244002
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0769,2024-04-02,,0.33541414329638014,-1.0929463629684075
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0827,2024-04-03,,0.5385829696350662,-0.5419805254455279
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0865,2024-04-04,,0.3509744158123234,0.05525370660281185
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0841,2024-04-05,,-0.2208927749654816,-0.13817243920411154
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0853,2024-04-08,,0.11069089567381862,-0.0736580425375319
