metric_name,series_id,type,category,unit,frequency,value,period_date,release_date,monthly_change,annual_change
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0856,2024-04-09,,0.02764212660093679,0.3605435887953954
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0737,2024-04-10,,-1.0961680176860538,-0.9227646027498393
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0722,2024-04-11,,-0.1397038278848893,-0.9880875427093853
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0647,2024-04-12,,-0.6994963626189202,-1.6079844746326664
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0644,2024-04-15,,-0.02817695125387123,-1.4535691139709328
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0628,2024-04-16,,-0.1503194287861749,-1.5105180242794904
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0644,2024-04-17,,0.1505457282649648,-0.8292182987049201
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.066,2024-04-18,,0.1503194287861749,-1.0121645463831284
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0655,2024-04-19,,-0.04690431519701378,-1.5886210399926208
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0655,2024-04-22,,0.0,-1.9328117809480099
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0695,2024-04-23,,0.3754106053496015,-1.3467392306982906
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0687,2024-04-24,,-0.07480130902289966,-1.5295310052519993
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0721,2024-04-25,,0.31814353887901836,-1.2435519528371266
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0686,2024-04-26,,-0.3264620837608487,-0.4749930148086155
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0717,2024-04-29,,0.29009919520869387,-0.046633090841255824
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0684,2024-04-30,,-0.30792199309509005,0.3475157321311202
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.068,2024-05-01,,-0.03743916136278135,0.3382187147688883
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0706,2024-05-02,,0.2434456928838891,0.7339104252916852
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.077,2024-05-03,,0.5977956286194621,1.1837655016910884
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0779,2024-05-06,,0.08356545961003926,1.1163227016885573
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0767,2024-05-07,,-0.11132758140830223,1.0511496949788925
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0755,2024-05-08,,-0.11145165784341877,0.9385265133740037
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0771,2024-05-09,,0.14876801487680577,0.7106124357176299
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0773,2024-05-10,,0.018568378052175098,0.8047160101057305
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0796,2024-05-13,,0.21349670472477203,0.6995616080589349
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0818,2024-05-14,,0.2037791774731569,1.2352610892756972
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.086,2024-05-15,,0.38824181919023676,1.3343286367453557
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0875,2024-05-16,,0.13812154696131074,1.7877199550729965
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0869,2024-05-17,,-0.055172413793097376,1.7696629213483066
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2024-05-20,,-0.07360382739901665,1.447786288062775
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0855,2024-05-21,,-0.055243531903154036,0.7892293407613697
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0836,2024-05-22,,-0.1750345462920325,0.5288060116893789
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0827,2024-05-23,,-0.08305647840530647,0.5572582892170527
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0852,2024-05-24,,0.23090422092915366,0.9019060901906131
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-05-27,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0879,2024-05-28,,,0.9839413348185432
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0811,2024-05-29,,-0.625057450133297,0.13894034827714496
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0837,2024-05-30,,0.24049579132366644,0.17563320391939477
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0846,2024-05-31,,0.08304881424747632,-0.12891344383057715
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.089,2024-06-03,,0.40567951318458045,0.13793103448276386
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0878,2024-06-04,,-0.11019283746555261,0.08280430582391415
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0865,2024-06-05,,-0.11950726236441246,0.03682902126875572
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0883,2024-06-06,,0.16566958122411632,0.2579456471672166
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0807,2024-06-07,,-0.6983368556464257,-0.26762643041711914
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0751,2024-06-10,,-0.5181826593874387,-0.7019488316246468
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0733,2024-06-11,,-0.16742628592689274,-1.096572060449689
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0843,2024-06-12,,1.0248765489611593,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0756,2024-06-13,,-0.8023609702112102,-1.1306186230352238
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0699,2024-06-14,,-0.5299367794719057,-1.035981870317258
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0723,2024-06-17,,0.22432002990933336,-1.051951647134823
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0739,2024-06-18,,0.1492119742609387,-0.9865388161534143
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-06-19,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0708,2024-06-20,,,-1.562787277073003
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0694,2024-06-21,,-0.13074336944341314,-1.5738610216290947
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0727,2024-06-24,,0.30858425285207414,-1.433428282642659
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0705,2024-06-25,,-0.20508995991423323,-0.9438327010271108
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0682,2024-06-26,,-0.21485287248948795,-0.6418007627197383
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0708,2024-06-27,,0.24340011233850736,-0.23292648840025593
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0711,2024-06-28,,0.02801643630929837,-1.217375265148031
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0728,2024-07-01,,0.1587153393707436,-0.2603198214949715
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0737,2024-07-02,,0.08389261744967588,0.35517338068978643
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0799,2024-07-03,,0.5774424885908525,0.7087568777394433
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-07-04,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0828,2024-07-05,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0835,2024-07-08,,0.06464721093460685,1.1860291370937555
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0813,2024-07-09,,-0.20304568527918596,1.1127735178604845
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0823,2024-07-10,,0.09248127254232054,0.8949380068984855
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.087,2024-07-11,,0.4342603714312045,1.5413358243811266
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0902,2024-07-12,,0.2943882244710296,2.059539412095115
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0912,2024-07-15,,0.0917262887543469,1.9051176690324967
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0885,2024-07-16,,-0.247434017595301,1.624498179441703
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0933,2024-07-17,,0.4409738171795972,1.9108873974645753
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0913,2024-07-18,,-0.18293240647580736,1.6391915805159574
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0888,2024-07-19,,-0.22908457802620238,0.8241503842948336
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.088,2024-07-22,,-0.07347538574576708,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0855,2024-07-23,,-0.2297794117647214,0.2493535278906469
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0853,2024-07-24,,-0.01842468908336969,0.16612828795570134
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0861,2024-07-25,,0.07371233760251857,0.44391010820310167
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0859,2024-07-26,,-0.01841451063437786,0.3326249653515705
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0819,2024-07-29,,-0.3683580440187865,-0.4691812327506792
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0809,2024-07-30,,-0.09242998428691301,-0.8530544854155279
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0823,2024-07-31,,0.12952169488389934,-0.8156158357771177
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0789,2024-08-01,,-0.31414580060981884,-0.8819476343592147
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0914,2024-08-02,,1.1585874501807356,-0.173785786152018
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0957,2024-08-05,,0.39398937144951174,0.4031888573261211
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0926,2024-08-06,,-0.28292415807245425,0.34900808229243435
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0925,2024-08-07,,-0.0091524803221663,0.41360294117646584
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0914,2024-08-08,,-0.10068649885584446,0.5435283279594672
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0925,2024-08-09,,0.10078797874290828,0.6634110384225648
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0928,2024-08-12,,0.027459954233406587,0.6168861062517197
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0954,2024-08-13,,0.23792093704245385,0.8748503545446028
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1024,2024-08-14,,0.6390359685959575,1.8948146778815012
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0986,2024-08-15,,-0.3447024673439791,1.6375242853177954
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0996,2024-08-16,,0.09102494083377843,1.5984477501616807
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.107,2024-08-19,,0.6729719898144847,2.604504588006304
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1106,2024-08-20,,0.3252032520325246,1.7592083562397018
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1143,2024-08-21,,0.3331532504952311,1.6975449484348064
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1114,2024-08-22,,-0.26025307367855377,1.7206663005674472
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1176,2024-08-23,,0.5578549577109937,2.297482837528595
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1164,2024-08-26,,-0.1073729420185995,2.290635880520445
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.116,2024-08-27,,-0.035829451809383364,2.1510297482837597
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1127,2024-08-28,,-0.29569892473118997,1.821010248901906
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1086,2024-08-29,,-0.36847308349060776,1.2050392550666515
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.106,2024-08-30,,-0.2345300378856157,0.32656023222061387
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,,2024-09-02,,,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1043,2024-09-03,,,0.4274281556929928
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1081,2024-09-04,,0.3441093905641606,0.09936766034327922
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1096,2024-09-05,,0.13536684414762518,-0.09004141905277434
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1086,2024-09-06,,-0.09012256669068944,-0.5115319034371388
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1042,2024-09-09,,-0.39689698719104816,-0.6478315637934023
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1025,2024-09-10,,-0.15395761637384844,-1.3511095204008494
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1012,2024-09-11,,-0.11791383219955363,-1.3615191687567272
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1041,2024-09-12,,0.26334907373775196,-1.0663082437276004
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1085,2024-09-13,,0.3985146272982483,-0.3774602318684265
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1123,2024-09-16,,0.3428055931438905,0.33375428468338775
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1118,2024-09-17,,-0.044951901465446996,0.5244122965641776
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1116,2024-09-18,,-0.017988846914910775,
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1147,2024-09-19,,0.27887729399065336,0.9417730689124301
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1159,2024-09-20,,0.10765228312549277,0.7039075895677112
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.113,2024-09-23,,-0.2598799175553278,0.3064167267483841
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.115,2024-09-24,,0.179694519317161,0.5773047086415264
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1143,2024-09-25,,-0.06278026905828904,0.9146893678681396
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1184,2024-09-26,,0.3679440007179388,1.4421768707483016
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1159,2024-09-27,,-0.2235336194563813,1.3349073737740589
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1145,2024-09-30,,-0.12545927054394174,0.9419436645231377
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1067,2024-10-01,,-0.6998654104979838,-0.1623815967523702
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.105,2024-10-02,,-0.15360983102918901,-0.6562977613953146
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.1015,2024-10-03,,-0.3167420814479691,-0.9264256161180047
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0961,2024-10-04,,-0.4902405810258602,-1.394386469953207
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0976,2024-10-07,,0.13684882766169462,-1.534045034538451
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.097,2024-10-08,,-0.054664723032063954,-1.6937001523433928
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0951,2024-10-09,,-0.17319963536918986,-1.608265947888592
US / Euro Foreign Exchange Rate,DEXUSEU,Financial,Exchange Rates,US Dollars to One Euro,Daily,1.0925,2024-10-10,,-0.23742124006939422,-2.0179372197309386
